name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in,found_year
Kaposvári Szikra,0.58,male,Greyhound Mix,2019-07-01,2019-08-01,2019-10-19,striped,short,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Jessie,1.17,female,Unknown Mix,2019-09-20,2019-09-20,2019-10-18,brown and white,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Sally,7.17,female,Golden Retriever,2019-10-08,2019-10-08,2019-10-11,golden,medium,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kakucsi Hazel,0.25,female,"German Shepherd Dog, Staffordshire Terrier Mix",2019-10-15,2019-10-15,2019-10-15,yellow-brown,short,medium,no,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Babi,1.17,female,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,apricot,short,medium,yes,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Brunó,3.17,male,Labrador Retriever,2019-05-31,2019-05-31,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Ewoki,3.0,female,Unknown Mix,2019-09-27,2019-09-27,2019-10-18,black and white,long,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Kunhegyesi Fickó,1.5,male,Unknown Mix,2019-10-16,2019-10-16,2019-10-16,gray,wirehaired,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Bodza,1.17,female,Labrador Retriever,2019-06-01,2019-06-01,2019-10-11,yellow,short,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,4.08,male,Unknown Mix,2019-10-19,2019-11-03,2019-10-19,striped,short,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Sátoraljaújhelyi Parázs,1.08,male,German Shepherd Dog Mix,2019-10-15,2019-10-15,2019-10-16,brown,short,medium,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Dzsidzso,3.67,male,Staffordshire Terrier Mix,2019-10-11,2019-10-26,2019-10-12,brown and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Boy,1.17,male,Unknown Mix,2019-09-21,2019-09-21,2019-10-18,black and brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Colin,0.92,male,Border Collie Mix,2019-05-06,2019-05-06,2019-10-14,black and white,medium,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2019
Poppy,0.5,female,"Dachshund, Spaniel Mix",2019-10-17,2019-10-17,2019-10-18,brown and white,medium,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Rapi,10.42,male,Unknown Mix,2019-10-12,2019-10-27,2019-10-12,black and white,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Rizi,11.17,female,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2019
Berci,6.25,male,Unknown Mix,2019-09-27,2019-09-27,2019-10-06,tricolor,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,garden,2019
Ócsai Lajka,1.0,male,Labrador Retriever Mix,2019-10-07,2019-10-21,2019-10-07,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Maxi,4.17,male,Golden Retriever,2019-04-13,2019-04-13,2019-10-11,golden,medium,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Hummer,3.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kleo,0.5,female,Unknown Mix,2019-09-10,2019-10-26,2019-10-06,black,medium,medium,yes,unknown,yes,yes,yes,unknown,unknown,both flat and garden,2019
Mefi,13.17,female,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,black,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Joker,4.58,male,Unknown Mix,2019-09-16,2019-09-16,2019-10-06,brown,wirehaired,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Sayla,1.25,female,Spaniel Mix,2019-09-29,2019-09-29,2019-10-06,black and brown,medium,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Sárika,1.25,female,Chinese Shar-Pei Mix,2019-09-17,2019-11-16,2019-10-06,brown,wirehaired,medium,unknown,unknown,unknown,unknown,unknown,unknown,unknown,both flat and garden,2019
Fickó,11.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Tristan,0.42,male,Unknown Mix,2019-09-13,2019-09-13,2019-10-06,gray and white,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Berci,12.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Lucky,12.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,black,short,large,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Janek,1.25,male,Dachshund Mix,2019-09-28,2019-11-02,2019-10-06,black,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Boni,11.17,male,Golden Retriever,2019-01-01,2019-01-01,2019-10-11,golden,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Gray,6.17,male,Labrador Retriever,2019-02-21,2019-02-21,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bubuka,6.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,black,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Beni,11.17,male,Labrador Retriever,2019-01-01,2019-01-01,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Erl,8.17,male,Labrador Retriever,2019-02-21,2019-02-21,2019-10-11,yellow,short,large,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Tália,1.58,female,Pinscher Mix,2019-09-15,2019-09-15,2019-09-28,apricot,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Amarillys,0.67,male,German Shepherd Dog Mix,2019-08-24,2019-08-24,2019-09-28,black and brown,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Latte,0.25,female,Unknown Mix,2019-09-21,2019-09-21,2019-09-28,black,medium,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Ronaldo,0.33,male,Unknown Mix,2019-08-05,2019-08-05,2019-09-28,apricot,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Emmi,0.92,female,Unknown Mix,2019-08-11,2019-08-11,2019-09-28,black and brown,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Ramona,0.33,female,Unknown Mix,2019-08-05,2019-08-05,2019-09-28,apricot,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Unknown,2.17,male,Staffordshire Terrier Mix,2019-09-22,2019-10-07,2019-09-24,striped,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kyoko,1.25,male,Akita Mix,2019-09-10,2019-09-10,2019-09-28,striped,medium,large,unknown,unknown,yes,yes,unknown,unknown,yes,both flat and garden,2019
Hunor,1.25,male,Unknown Mix,2019-09-10,2019-09-10,2019-10-06,brown and white,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Kaposvári Rómeó,0.33,male,Greyhound Mix,2019-10-04,2019-10-06,2019-10-05,striped,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,flat,2019
Kaposvári Júlia,0.33,female,Greyhound Mix,2019-10-04,2019-10-06,2019-10-05,striped,short,medium,unknown,unknown,yes,yes,unknown,unknown,unknown,flat,2019
Elsa,2.33,female,Unknown Mix,2019-09-05,2019-09-05,2019-09-27,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Jaki,11.17,male,Unknown Mix,2019-09-26,2019-09-26,2019-09-26,red and white,medium,small,yes,yes,yes,unknown,yes,yes,yes,flat,2019
Tonja,0.42,male,Unknown Mix,2019-09-13,2019-09-13,2019-09-28,black and white,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Robi,9.17,male,German Shepherd Dog Mix,2019-10-05,2019-10-05,2019-10-05,sable,medium,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Melange,0.25,female,Unknown Mix,2019-09-21,2019-09-21,2019-09-28,brown,medium,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Andres,0.25,male,Unknown Mix,2019-09-18,2019-09-18,2019-09-28,black,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Capuccino,0.25,male,Unknown Mix,2019-09-21,2019-09-21,2019-09-28,black,medium,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Lili,3.5,female,Unknown Mix,2019-09-05,2019-09-05,2019-09-27,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Zora,1.17,female,Unknown Mix,2019-08-05,2019-08-05,2019-09-28,apricot,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Siófoki Olívia,5.25,male,Jagd Terrier Mix,2019-09-01,2019-09-20,2019-09-19,apricot,short,medium,unknown,yes,yes,yes,yes,yes,no,both flat and garden,2019
Diana,0.67,female,Unknown Mix,2019-08-24,2019-08-24,2019-09-15,black and brown,medium,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Folti,7.33,male,Fox Terrier Mix,2019-08-03,2019-08-03,2019-09-04,tricolor,wirehaired,medium,unknown,unknown,yes,unknown,unknown,yes,unknown,garden,2019
Rozi,3.25,female,Unknown Mix,2019-05-22,2019-05-22,2019-09-03,saddle back,short,large,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2019
Pajti,6.92,male,Unknown Mix,2019-09-09,2019-09-24,2019-09-09,tricolor,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Esztergomi Dodó,4.33,male,English Greyhound Mix,2019-09-17,2019-09-19,2019-09-19,black and white,short,large,yes,yes,yes,unknown,yes,yes,no,flat,2019
Hiro,1.67,female,Fox Terrier Mix,2019-09-01,2019-09-01,2019-09-21,brown and white,short,small,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2019
Kifli,11.75,female,Golden Retriever Mix,2019-07-19,2019-07-19,2019-09-03,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2019
Foltos,5.17,male,Unknown Mix,2019-08-15,2019-08-30,2019-09-17,black and white,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bambi,0.75,female,Unknown Mix,2019-09-05,2019-09-05,2019-09-15,brown,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Imrus,0.58,male,Mudi Mix,2019-09-04,2019-10-12,2019-09-05,black,short,medium,unknown,unknown,yes,yes,yes,yes,unknown,both flat and garden,2019
Lili,3.5,female,Cane Corso Mix,2019-08-08,2019-08-08,2019-09-06,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Suba,6.17,male,Unknown Mix,2019-09-16,2019-10-01,2019-09-19,black,long,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Elsa,2.33,female,Unknown Mix,2019-09-05,2019-09-05,2019-09-12,brown,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Hejõbábai Gyömbér,2.08,female,Poodle Mix,2019-09-12,2019-09-12,2019-09-14,white,medium,small,yes,unknown,yes,no,yes,yes,yes,flat,2019
Újhartyáni Puding,1.08,female,Staffordshire Terrier Mix,2019-09-05,2019-09-05,2019-09-05,yellow-brown,short,medium,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2019
Nagybajomi Boldizsár,5.92,male,Unknown Mix,2019-09-05,2019-09-17,2019-09-17,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat,2019
Pocak,0.42,male,Unknown Mix,2019-09-01,2019-09-01,2019-09-15,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Huba,0.5,male,Unknown Mix,2019-08-07,2019-08-07,2019-09-04,brown,short,medium,unknown,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
Gyömrõi Barbi,1.5,female,Hungarian Greyhound Mix,2019-07-22,2019-08-01,2019-09-05,spotty,short,medium,yes,yes,yes,yes,unknown,unknown,unknown,flat,2019
Argo,2.42,male,German Dog,2018-04-12,2018-04-12,2019-08-28,black,short,large,yes,unknown,yes,yes,no,yes,unknown,unknown,2018
Anna,0.42,female,Unknown Mix,2019-08-03,2019-08-03,2019-08-22,black,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Miskolci Minerva,1.67,female,German Shepherd Dog Mix,2019-08-23,2019-09-06,2019-08-23,brown,short,medium,yes,unknown,yes,yes,yes,yes,no,both flat and garden,2019
Peter Parker,3.67,male,German Dog,2018-07-06,2018-07-06,2019-08-28,black,short,large,yes,unknown,yes,unknown,no,yes,unknown,unknown,2018
Oliver,2.33,male,Unknown Mix,2019-08-06,2019-08-06,2019-08-22,apricot,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Myles,1.0,male,Bulldog Mix,2019-07-16,2019-07-16,2019-09-02,black and white,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Borzi,17.58,male,Unknown Mix,2017-05-05,2017-05-05,2019-08-28,black and tan,short,small,yes,yes,yes,unknown,yes,yes,unknown,flat,2017
Momi,8.5,female,German Dog,2017-08-08,2017-08-08,2019-08-28,gray,short,large,yes,unknown,yes,yes,yes,unknown,unknown,unknown,2017
Lili,3.5,female,Cane Corso Mix,2019-07-08,2019-07-08,2019-08-12,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Fitos,0.92,male,Unknown Mix,2019-03-14,2019-03-14,2019-08-28,black and tan,short,medium,unknown,yes,yes,yes,no,yes,unknown,flat,2019
Datolya,1.75,female,German Shepherd Dog Mix,2019-08-20,2019-08-20,2019-08-26,apricot,medium,medium,yes,unknown,yes,yes,yes,yes,unknown,flat,2019
Gubanc,2.0,female,Unknown Mix,2017-12-30,2017-12-30,2019-08-28,saddle back,medium,medium,yes,yes,yes,yes,yes,yes,unknown,unknown,2017
Marci Papa,12.67,male,German Pointer,2018-06-19,2018-06-19,2019-08-28,brown and white,wirehaired,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2018
Unknown,10.25,male,German Shepherd Dog Mix,2019-08-16,2019-08-31,2019-08-16,saddle back,medium,large,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Unknown,1.25,male,Unknown Mix,2019-08-28,2019-09-12,2019-08-28,black and tan,wirehaired,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Farsang,0.92,male,Unknown Mix,2019-03-02,2019-03-02,2019-08-28,black,short,medium,unknown,yes,yes,yes,yes,yes,unknown,flat,2019
Miske,2.25,male,Unknown Mix,2019-08-17,2019-08-17,2019-08-28,black and tan,medium,small,no,yes,yes,yes,yes,yes,unknown,flat,2019
Vulpex,3.5,male,Unknown Mix,2018-04-15,2018-04-15,2019-08-28,brown and white,short,medium,yes,yes,yes,yes,yes,yes,unknown,flat,2018
Éliás,9.92,male,Border Collie Mix,2019-08-04,2019-08-04,2019-08-28,black and white,medium,medium,yes,unknown,yes,no,unknown,unknown,unknown,both flat and garden,2019
Öregnéne,11.42,female,Unknown Mix,2018-12-14,2018-12-14,2019-08-28,brown and white,medium,small,yes,yes,yes,yes,yes,yes,unknown,flat,2018
Pinocchio,4.08,male,Unknown Mix,2018-12-11,2018-12-11,2019-07-27,white,short,medium,yes,unknown,yes,yes,yes,yes,no,unknown,2018
Tamara,5.67,female,Unknown Mix,2018-02-03,2018-02-03,2019-08-01,saddle back,short,small,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2018
Zsiráf,0.58,male,Unknown Mix,2019-04-20,2019-04-20,2019-07-20,spotty,short,medium,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Kunhegyesi Frodo,0.92,male,"Greyhound, Labrador Retriever Mix",2019-07-21,2019-07-24,2019-07-23,black,short,medium,yes,unknown,yes,yes,unknown,unknown,unknown,both flat and garden,2019
Tibi,10.0,male,Dachshund Mix,2014-06-08,2014-07-01,2019-07-26,white,short,small,no,unknown,yes,unknown,yes,yes,unknown,flat,2014
Tódor,4.25,male,Dachshund Mix,2018-08-27,2018-08-27,2019-07-27,gray and black,wirehaired,small,yes,unknown,yes,yes,yes,yes,unknown,both flat and garden,2018
Caramell,0.92,male,Unknown Mix,2019-07-17,2019-07-17,2019-08-07,apricot,short,small,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Mia,1.58,female,Unknown Mix,2019-06-23,2019-06-23,2019-07-27,striped,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden,2019
Unknown,2.83,male,Unknown Mix,2019-07-15,2019-07-30,2019-07-15,yellow-brown,short,medium,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Folti_,3.0,male,"Dachshund, Fox Terrier Mix",2017-12-01,2018-01-20,2019-07-27,brown and white,short,small,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2017
Alma,9.92,female,Unknown Mix,2018-05-04,2018-05-04,2019-07-27,tricolor,short,medium,yes,unknown,yes,yes,yes,yes,unknown,unknown,2018
Nagyatádi Palkó,0.67,male,Greyhound Mix,2019-07-17,2019-07-24,2019-07-23,black,short,small,yes,unknown,yes,yes,yes,yes,unknown,flat,2019
Kunhegyesi Zserbó,3.33,female,Dachshund Mix,2019-08-03,2019-08-03,2019-08-04,brown,short,small,yes,unknown,yes,yes,yes,yes,no,flat,2019
Dugó,9.17,male,Pinscher Mix,2018-08-27,2018-08-27,2019-07-27,tricolor,short,small,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2018
Selli,8.42,female,Labrador Retriever Mix,2018-12-05,2018-12-05,2019-07-27,black,short,large,yes,unknown,yes,yes,unknown,unknown,unknown,garden,2018
Bobó,4.17,male,Unknown Mix,2019-04-17,2019-04-17,2019-07-27,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden,2019
Manó,5.75,female,Chihuahua Mix,2018-08-27,2018-08-27,2019-07-27,tricolor,short,small,yes,yes,yes,yes,yes,yes,unknown,both flat and garden,2018
Füles,7.25,female,Unknown Mix,2018-08-03,2018-08-03,2019-07-29,golden,short,medium,yes,unknown,yes,yes,yes,unknown,no,both flat and garden,2018
Suba,2.17,male,"Chinese Shar-Pei, Dachshund, Fox Terrier Mix",2018-09-21,2018-09-21,2019-07-27,yellow-brown,wirehaired,small,unknown,yes,yes,yes,yes,yes,yes,both flat and garden,2018
Döme,8.42,male,Labrador Retriever Mix,2018-12-05,2018-12-05,2019-07-27,black,short,large,yes,unknown,yes,yes,unknown,unknown,unknown,garden,2018
Jeraldino,0.75,male,Unknown Mix,2019-07-07,2019-07-07,2019-07-13,black,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Dodó,2.58,male,Unknown Mix,2019-05-29,2019-05-29,2019-07-02,red,medium,medium,unknown,unknown,yes,yes,unknown,yes,unknown,garden,2019
Monk,1.83,male,Unknown Mix,2019-06-23,2019-06-23,2019-07-13,black,short,medium,unknown,unknown,yes,unknown,unknown,unknown,unknown,both flat and garden,2019
Staffi,2.42,male,Staffordshire Terrier Mix,2019-07-06,2019-07-06,2019-07-06,yellow-brown,short,medium,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Kiki,9.17,female,Rottweiler Mix,2019-01-28,2019-01-28,2019-07-10,black and brown,short,large,yes,unknown,yes,unknown,yes,unknown,unknown,both flat and garden,2019
Kody,1.42,male,Dachshund Mix,2019-07-04,2019-07-04,2019-07-13,black and brown,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Fickó,9.92,male,Dachshund Mix,2019-06-27,2019-08-03,2019-07-02,black and brown,short,small,unknown,unknown,yes,unknown,yes,yes,unknown,garden,2019
Lili,3.5,female,Cane Corso Mix,2019-06-01,2019-06-01,2019-07-05,brown,short,large,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2019
Bella,1.42,female,Unknown Mix,2018-12-10,2018-12-10,2019-07-10,apricot,short,small,yes,unknown,yes,yes,yes,unknown,unknown,both flat and garden,2018
Kópé,0.83,male,Unknown Mix,2019-05-08,2019-05-18,2019-07-09,brown,medium,medium,yes,unknown,yes,yes,yes,yes,yes,unknown,2019
Melody,1.67,female,Unknown Mix,2019-02-16,2019-02-16,2019-07-10,gray and black,short,large,yes,unknown,yes,yes,yes,yes,yes,garden,2019
Nikó,0.67,male,"Labrador Retriever, Poodle Mix",2019-11-18,2019-11-19,2019-07-15,white,long,medium,no,unknown,yes,yes,yes,yes,unknown,flat,2019
Galadriel,1.58,female,Staffordshire Terrier Mix,2019-03-05,2019-03-05,2019-07-13,brown and white,short,medium,yes,unknown,yes,unknown,yes,yes,unknown,both flat and garden,2019
Rex,9.92,male,Unknown Mix,2019-06-30,2019-06-30,2019-07-10,black and brown,medium,large,yes,unknown,yes,yes,yes,yes,yes,both flat and garden,2019
